Signature,Alternative signatures,Transliterated runic text,Translation to English,Found location,Parish,Municipality,District,Current location,Images,latitude,longitude
"U 1096","L 160","gunilfr ' lit ' raisa ' stain ' eftiR asbiarn ' uk ' at ' kuta ' suni ' sina","Gunnelfr had the stone raised in memory of Ásbjôrn and in memory of Goti, her sons.","Rörby","Bälinge sn","Uppsala","Bälinge hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1096&showthumbnails=true","59.940098","17.548345"
"U 1097","B 469;L 146","arþsten + ok + ikilef + ☺ þoruþr + [litu × ri]... ... (u)k ' ulfr[iþ] ' iftiR ' [i]hmuntr · b[onta] si[n]","Harðsteinn and Ingileif and Þórunnr had raised ... and Holmfríðr(?) in memory of Agmundr, her husbandman.","Sundbro","Bälinge sn","Uppsala","Bälinge hd","","","59.925539","17.528981"
"U 1098","B 453;L 147","§A [× iafurfriþ... ... ...fast ×] litu × rai(s)[a × stan + þina §B iftR × fastulf × fa]þur × s[in × kuþan ×]","Jôfurfríðr ... ...-fastr had this stone raised in memory of Fastulfr, their good father.","Sundbro","Bälinge sn","Uppsala","Bälinge hd","","","59.927952","17.526423"
"U 1099","B 451;L 148","[uibiarn yk emki... ... kuna faþ... ...]","Vébjôrn and Hemkell/Heimkell(?) ... Gunni, their father.","Sundbro","Bälinge sn","Uppsala","Bälinge hd","","","59.928046","17.52607"
"U 1100","B 465;L 145","...(a) þorkir · baþ · ybiR rista r-...","... Þorgeirr/Þorgerð(r) ordered Œpir to carve the runes.","Sundbro","Bälinge sn","Uppsala","Bälinge hd","","","59.927796","17.528007"
"U 1101","","[... auk · abtir · stur...]","... and in memory of Styrbjôrn(?).","Sundbro","Bälinge sn","Uppsala","Bälinge hd","","","59.927322","17.529968"
"U 1102","B 456;L 143","§A [rulifr × auk + gos + auk + faslauk × litu × risa · stain · eftiR + kustin × faþur × sin ·] §B [stuoþkel + baþ · oþyaken akua]","§A Hróðleifr and Gás and Fastlaug had the stone raised in memory of Guðsteinn, their father. §B Stóðkell ordered Óþveginn to cut.","Svista","Bälinge sn","Uppsala","Bälinge hd","","","59.935424","17.595688"
"U 1103","B 450;L 144","[biarnulfr · lit · gera merki · at · þorot ·]","Bjarnulfr had the landmark made in memory of Þróndr(?).","Svista","Bälinge sn","Uppsala","Bälinge hd","","","59.935418","17.596135"
"U 1104","B 462;L 149","[nis]uike[r] ' ok · gyriþ · þo litu · rita me(r)i · yti · si[k] is · sutu · nasi · ok · kitil · -e- ' iogu ru(n)ir a · þisa...","Nes-Végeirr and Gyríðr, they had the landmark erected in memory of Síkr, who died from sickness. Nasi/Nesi and Ketill, they cut these runes on (it).","Tuna","Bälinge sn","Uppsala","Bälinge hd","","","59.942863","17.481118"
"U 1105","B 463;L 152","[... · lit ... ... (s)igfast + fa+þur ...]","... had ... ... Sigfastr, (his) father ...","Åloppe","Bälinge sn","Uppsala","Bälinge hd","","","59.951951","17.499924"
"U 1106","B 458;L 150","iurun[tr · uk ·] bryniulfr ' ikifastr litu risa ' stin ÷ at ' asbiarn ' faþur sin ybiR risti","Jôrundr and Brynjulfr (and) Ingifastr had the stone raised in memory of Ásbjôrn, their father. Œpir carved.","Äskelunda","Bälinge sn","Uppsala","Bälinge hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1106&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300031534;http://kulturarvsdata.se/raa/kmb/html/16000300031530;http://kulturarvsdata.se/raa/kmb/html/16000300031529;http://kulturarvsdata.se/raa/kmb/html/16000300031532;http://kulturarvsdata.se/raa/kmb/html/16000300031528;http://kulturarvsdata.se/raa/kmb/html/16000300031533","59.937917","17.495182"
"U 1107","B 464;L 151","gilok lit + r[it]a + sten eftiR + sun sen + fastar + skalti ÷ lit ' sysla (m)erki ' uel ÷ ok ÷ þorþr ' ok ' aþis [+]","Gillaug had the stone erected in memory of her son Fastarr. Skaldi had the landmark arranged well, and Þórðr and Ádís (did?).","Äskelunda","Bälinge sn","Uppsala","Bälinge hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1107&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300031526;http://kulturarvsdata.se/raa/kmb/html/16000300031525;http://kulturarvsdata.se/raa/kmb/html/16000300031527;http://kulturarvsdata.se/raa/kmb/html/16000300031523;http://kulturarvsdata.se/raa/kmb/html/16000300031524","59.938062","17.495046"
"U 1108","B 483;L 173","[kitilmuntr · uk un... ... -era · bro · at · kak · sun ...i...]","Ketilmundr and ... had the bridge made in memory of Kagr(?)/Gagr(?), their son.","Skuttunge kyrka","Skuttunge sn","Uppsala","Bälinge hd","","","59.998523","17.514833"
"U 1109","","gisl · ...-lfs","Gísl ...","Skuttunge kyrka","Skuttunge sn","Uppsala","Bälinge hd","Inmurad i sakristians östra grundmur.","","59.998583","17.515087"
"U 1110","B 490;L 179","h[inu]ntr + lit r(i)ta + sten + eftiR + kuþrikr [+ suer ' sin ·]","<hinuntr> had the stone erected in memory of Guðríkr, his father/brother-in-law.","Broddbo","Skuttunge sn","Uppsala","Bälinge hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1110&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300026452;http://kulturarvsdata.se/raa/kmb/html/16000300026450;http://kulturarvsdata.se/raa/kmb/html/16000300026464;http://kulturarvsdata.se/raa/kmb/html/16000300026449;http://kulturarvsdata.se/raa/kmb/html/16000300026451;http://kulturarvsdata.se/raa/kmb/html/16001000544087","60.013192","17.427221"
"U 1111","B 489;L 181","ansuar + auk + þorbiarn + lito + hakua + stin + yftiR + faþur + sen auk + steniltr + ☺ (b)unta sin tata","Andsvarr and Þorbjôrn had the stone cut in memory of their father; and Steinhildr in memory of her husbandman Tati/Tatti.","Eke","Skuttunge sn","Uppsala","Bälinge hd","","","59.9841","17.528351"
"U 1112","B 486;L 182","°","°","Grävsta","Skuttunge sn","Uppsala","Bälinge hd","","","59.989132","17.54035"
"U 1113","B 488;L 180","biarnhufþi ...","Bjarnhôfði ...","Häggeby","Skuttunge sn","Uppsala","Bälinge hd","","","60.023648","17.537135"
"U 1114","","[ketil lit ' kera bro eftR ' selfan sik ok fastr + iftR + i... ...-aþi-... ... runoR þisaR]","Ketill had the bridge made in memory of himself; and Fastr(?) in memory of ... ... ... these runes.","Myrby","Skuttunge sn","Uppsala","Bälinge hd","","","60.017711","17.410028"
"U 1115","B 485;L 183","[huitr ok| |karl ouk ulf l...u ...ris...]","Hvítr and Karl and Ulfr(?) had ...","Norrby","Skuttunge sn","Uppsala","Bälinge hd","","","59.988434","17.525082"
"U 1116","B 484;L 174","[uibiarn × auk × skutlakr + auk · rulefr · auk · netil · lito · rita · sten · nftiR faþur · sen · nefkeþ · auk · ifriþ · oftiR · bona sen kuþfastr · hiok sten]","Vébjôrn and Skotlakr(?) and Hróðleifr and <netil> had the stone erected in memory of their father Nefgeirr(?); and Áfríðr in memory of her husbandman. Guðfastr cut the stone.","Skuttunge by","Skuttunge sn","Uppsala","Bälinge hd","","","59.995009","17.502572"
"U 1117","","§P biarn u- ... ...k -runka... ... ...þur sin kul hiuk ... §Q biarnu-... ...k -runka... ... ...þur sin kul hiuk ...-na","§P Bjôrn and ... and ... ... their father. Kolr cut ... §Q Bjarnulfr and ... ... their father. Kolr cut ...","Vigle","Skuttunge sn","Uppsala","Bälinge hd","","","60.035354","17.528309"
"U 1118","B 487;L 177","ufrir · ok kisl · litu · hakua · stain · at su[art] · broþur · sin","Ófriðr and Gísl had the stone cut in memory of Svartr, their brother.","Örke","Skuttunge sn","Uppsala","Bälinge hd","","","60.011468","17.532141"
"U 1119","B 482;L 176","[rana + lit × rita × stin ×] yftiR + faþur s[in × uþuahin]","Ragna(?) had the stone erected in memory of her father Óþvegin.","Örke","Skuttunge sn","Uppsala","Bälinge hd","Det enda bevarade fragmentet numera i Högsta bro, Bälinge sn.","","60.007239","17.528783"
"U 1120","B 481;L 178","[...iu × lit · raisa × stain · eftiR · taist · bonta · sin sun · i...]","... had the stone raised in memory of <taist>, her/his husbandman, son ...","Örke","Skuttunge sn","Uppsala","Bälinge hd","","","60.007239","17.528783"
"U 1121","","... iufur · u... ...","... Jôfurr and ...","Örke","Skuttunge sn","Uppsala","Bälinge hd","Står vid U 1118.","","60.005021","17.523989"
"U 1122","B 579;L 283","suain auk ' sibi ' gunar ' litu · resa ' sten ' at hemkil faþur sin kirist hialbi ' sial ÷ emkels","Sveinn and Sibbi (and) Gunnarr had the stone raised in memory of Hemkell/Heimkell, their father. May Christ help Hemkell's/Heimkell's soul.","Stavby kyrka","Stavby sn","Uppsala","Olands hd","Inmurad i södra väggen.","","60.010122","17.966592"
"U 1123","B 580;L 284","... [...(u)]h[i] · litu ' risa stain ' if[t]iR [o](t)k[a]iR ' faþur sin","... ...-ugi had the stone raised in memory of Oddgeirr, their father.","Tuna kyrka","Tuna sn","Uppsala","Olands hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1123&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300040728;http://kulturarvsdata.se/raa/kmb/html/16000300040727","60.020124","18.064346"
"U 1124","","°","°","Tuna kyrka","Tuna sn","Uppsala","Olands hd","Inmurad i kyrkans östra vägg.","","60.019773","18.064932"
"U 1125","KJ 100;B 581;L 2055","§A mwsïeij- §B sïainaz","§A ... §B stone(?)","Krogsta","Tuna sn","Uppsala","Olands hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1125&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16001000215844;http://kulturarvsdata.se/raa/kmb/html/16001000192204;http://kulturarvsdata.se/upmu/photo/html/DIA01674;http://kulturarvsdata.se/raa/kmb/html/16000300040725;http://kulturarvsdata.se/raa/kmb/html/16000300040742;http://kulturarvsdata.se/raa/kmb/html/16000300040710;http://kulturarvsdata.se/raa/kmb/html/16000300040716;http://kulturarvsdata.se/raa/kmb/html/16000300040722;http://kulturarvsdata.se/raa/kmb/html/16000300040715;http://kulturarvsdata.se/raa/kmb/html/16000300040724;http://kulturarvsdata.se/raa/kmb/html/16000300040718;http://kulturarvsdata.se/raa/kmb/html/16000300040711;http://kulturarvsdata.se/raa/kmb/html/16000300040720;http://kulturarvsdata.se/raa/kmb/html/16000300040717;http://kulturarvsdata.se/raa/kmb/html/16000300040713;http://kulturarvsdata.se/raa/kmb/html/16000300040719;http://kulturarvsdata.se/raa/kmb/html/16000300040726;http://kulturarvsdata.se/raa/kmb/html/16000300040721;http://kulturarvsdata.se/raa/kmb/html/16000300040714;http://kulturarvsdata.se/raa/kmb/html/16000300040712","60.03028","18.070585"
"U 1126","B 571;L 278","[uluiuþnis-... ...-þnf]a · nnu · ub ' tnþk · uþnki","... ... ... ... ... ...","Alunda kyrka","Alunda sn","Östhammar","Olands hd","Inmurad i östra sakristimuren.","","60.060145","18.068482"
"U 1127","B 573;L 277","fasti ' ak ' iukiR ' þi| |iltu ris| |stin aftiR bru(þ) sin ' þurot","Fasti and Jógeirr, they had the stone raised in memory of their brother Þróndr.","Alunda kyrka","Alunda sn","Östhammar","Olands hd","90 m S om kyrkan.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1127&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16001000188444","60.059094","18.068482"
"U 1128","B 572;L 279","...nfþku × --in · ban-iuu ...-nuu ' kþn ' kuunþkt-","... ... ... ... ... ...","Alunda kyrka","Alunda sn","Östhammar","Olands hd","90 m S om kyrkan.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1128&showthumbnails=true","60.060029","18.068402"
"U 1129","L 280","[þilfr + lit + risa + stain + at + stibkarl + broþur + sin + uk + sluþ + iku +]","Þólfr(?) had the stone raised in memory of <stibkarl>, his brother and ...","Alunda kyrka","Alunda sn","Östhammar","Olands hd","","","60.060029","18.068402"
"U 1130","B 574;L 282","[st...str · auk · atiarfr · litu · raisa · stain · at · bu...ur · sin · bra...ur · liku · þaR +]","Styrfastr(?)/Steinfastr(?) and Ádjarfr had the stone raised in memory of their brother ...","Klev","Alunda sn","Östhammar","Olands hd","","","60.05612","18.062819"
"U 1131","B 575;L 281","[iufur · r... stan · aftir · fuluka · faþur · sin]","Jôfurr raised the stone in memory of Fullugi, his father.","Långörn","Alunda sn","Östhammar","Olands hd","","","60.03372","18.038858"
"U 1132","B 578;L 274",": liutr · uk · þroti · uk · oþuiþr · uk · þaiR · litu · rita · i(f)itR × [faþur × sin : baorn · ☺ fasti]þi : moþur · sin : oþmontr · risti · r...naR ·","Ljótr and Þrótti and Auðviðr and they had (the stone) erected in memory of their father Bjôrn and Fastheiðr, their mother. Auðmundr carved the runes.","Gimo","Skäfthammars sn","Östhammar","Olands hd","","","60.176529","18.190941"
"U 1133","B 577;L 275","[ahuiþr · lit kiara · bro · yftiR · karluk ok · kuþuaru]","Agviðr had the bridge made in memory of Karlungr and Guðvôr.","Norrby","Morkarla sn","Östhammar","Olands hd","","","60.167359","17.993865"
"U 1134","L 276","ahuiþr · l[et ...--... ...lu · kunu] sina · ok -ku(l) [· sun sen]","Agviðr had ... ... his wife and <-kul> his son.","Söderby","Morkarla sn","Östhammar","Olands hd","","","60.156205","17.995069"
"U 1135","","runfast... ...(a)-... ...-uast · yfitr ...","Rúnfastr ... ... in memory of ...","Ackarby","Dannemora sn","Östhammar","Olands hd","","","60.16765","17.763468"
"U 1136","","-(r)(s)----------","...","Gubbo, Kallviksmossen","Films sn","Östhammar","Olands hd","","","60.211129","17.98083"
"U 1137","","[... ...-R iþia-m faþur san ÷ asio...]","... in memory of <iþia-m> his father ...","Skärplinge, Sälvassen","Österlövsta sn","Tierp","Olands hd","Inmurad oåtkomlig i en spis i brygghuset vid Skärplinge.","","60.475325","17.745961"
"U 1138","","...n... rais... ...(t)... ...insa × abtiR × ui--... ...n sin ...(n)... ...--l × a... ...ai... ...u--... ...-r- × u----n... ...-almunta^r- × bryþR × ---þ- × -u------ × marak...","... raised this stone in memory of ... his son ... ... ... ... ... ... ... ... brothers ... ... marked.","Hållen, Runhällsbacken (Storgransbotten)","Hållnäs sn","Tierp","Olands hd","","","60.573898","17.984295"
"U 1139","B 576;L 265","§P huskarl ' auk tiuRi ' faþrkaR tuaiR rastu stain þina| |aftiR ' t^riuRkaiR (b)ruþur huskarlsa ' auk sun tiuRa in fasþikn raist a runoR þisaR þaiR --- §Q huskarl ' auk tiuRi ' faþrkaR tuaiR rastu stain þina| |aftiR ' t^riuRkaiR (b)ruþur huskarlsa ' auk sun tiuRa in fasþikn raista runoR þisaR þaiR ---","§P Húskarl and Djúri, the father and son twosome, raised this stone in memory of Djúrgeirr, Húskarl's brother and Djúri's son. And Fastþegn carved these runes on - they ... §Q Húskarl and Djúri, the father and son twosome, raised this stone in memory of Djúrgeirr, Húskarl's brother and Djúri's son. And Fastþegn carved these runes they ...","Ängvreta","Hållnäs sn","Tierp","Olands hd","","http://kulturarvsdata.se/upmu/photo/html/DIO003134","60.535312","17.831876"
"U 1140","B 563;L 257","fastkaiR fastlauk at sun sin litu (h)akua at nefkair","Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son.","Burunge","Vendels sn","Tierp","Örbyhus hd","","","60.11191","17.606876"
"U 1141","B 562;L 256","[...l... ...eir... ...t + kit... ...bra s... ...ni... ...an... ...ti · u... ...hli...]","... ... ... ... ... ... ... ... ... ... ...","Gryttby","Vendels sn","Tierp","Örbyhus hd","","","60.118962","17.566513"
"U 1142","B 564;L 258","fastulfr lit rita stino ' abtiR ' huit'haufþa ' fauþur sin ' osmuntr| |risti ['] uk uihmar +","Fastulfr had the stones erected in memory of Hvíthôfði, his father. Ásmundr carved and Vígmarr.","Åbyggeby","Vendels sn","Tierp","Örbyhus hd","","","60.09825","17.61841"
"U 1143","B 565;L 259","[klintr auk blikr × ristu stin × þinsi · iftiR kunu(i)þ] × faþur × sin + han [× foR bort miþ (i)kuari + kuþ trutin hialbi ont ...](r)[a ·] kristin[a þuriR + t]r(o)(n)[i × ri]s[ti +]","Klettr(?) and Bleikr raised this stone in memory of Gunnviðr, their father. He travelled away with Ingvarr. May Lord God help the spirits of all Christians. Þórir the Crane carved.","Tierps kyrka","Tierps sn","Tierp","Örbyhus hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1143&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16001000020627;http://kulturarvsdata.se/raa/kmb/html/16001000020629","60.299271","17.469949"
"U 1144","B 567;L 260","' kaiRfast(r) [auk hunifraR auk hrafn] ' auk ' fulkbiurn ' auk þuriR ' litu rita stino ' aftiR ' kaiR[a] f[a]þur sin ' kuþ hialbi (a)n- h(o)ns ' osmuntr| |risti ' uk hiriaR '","Geirfastr and Hónefr(?)/Hýnifrár(?) and Hrafn and Folkbjôrn and Þórir had the stones erected in memory of Geiri, their father. May God help his spirit. Ásmundr carved and Herjarr(?).","Tierps kyrka","Tierps sn","Tierp","Örbyhus hd","","","60.299372","17.469756"
"U 1145","B 566;L 261",": r(i)kr ' lit raisa stain þino ' abtiR fasta faþur sin auk þauh kunþruþr ' k[uþ hial]bi hons| |salu| |uk| |kuþs muþiR","Ríkr had this stone raised in memory of Fasti, his father, and Gunnþrúðr (also raised). May God and God's mother help his soul.","Yttrö","Tierps sn","Tierp","Örbyhus hd","","http://kulturarvsdata.se/upmu/photo/html/DIA03335;http://kulturarvsdata.se/upmu/photo/html/SM5776_24","60.266573","17.456507"
"U 1146","B 560;L 262","[raþulfr : (a)](u)k : funtin : auk : a(n)untra : bruþr : ritu : stain : þinsa : abtir : kara : faþur : sin : in : mal:s[b]aka : sun : uks : [i · sua]n[o]bu :","Ráðulfr and Fundinn and Ônundr, the brothers erected this stone in memory of Kári the Eloquent, their father, the son of Uggr of Svanabýr.","Gillberga","Tolfta sn","Tierp","Örbyhus hd","","","60.350659","17.544818"
"U 1147","","°","°","Västlands kyrka","Västlands sn","Tierp","Örbyhus hd","","","60.446501","17.613536"
"U 1148","B 561;L 263","[...-nsi · uha · auk arfuntr auk kuþfastr auk + ska--... ...-nþ(k)... sin han uas · suikn ...ans]","... and Arnmundr and Guðfastr and ... their ... He was betrayed ...","Älvkarleby kyrka","Älvkarleby sn","Älvkarleby","Örbyhus hd","","","60.573076","17.454837"
"U 1149","B 1098;L 264;L 1052","þurbiurn ' auk| |knutr ' þaiR litu rita^u stain þino| |oftiR ' kaiRmunta faþur sin kuþ hialbi hons| |salu| |uk| |kuþs muþiR ' suain ouk osmunrt markaþu stin þino","Þorbjôrn and Knútr, this had this stone erected in memory of Geirmundi/Geirmundr, their father. May God and God's mother help his soul. Sveinn and Ásmundr marked this stone.","Fleräng","Älvkarleby sn","Älvkarleby","Örbyhus hd","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=u1149&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300015298;http://kulturarvsdata.se/raa/kmb/html/16000300015295;http://kulturarvsdata.se/raa/kmb/html/16000300015305;http://kulturarvsdata.se/raa/kmb/html/16000300015306;http://kulturarvsdata.se/raa/kmb/html/16000300015297;http://kulturarvsdata.se/raa/kmb/html/16000300015292;http://kulturarvsdata.se/raa/kmb/html/16000300015294;http://kulturarvsdata.se/raa/kmb/html/16000300015303;http://kulturarvsdata.se/raa/kmb/html/16000300015291;http://kulturarvsdata.se/raa/kmb/html/16000300015287;http://kulturarvsdata.se/raa/kmb/html/16000300015293;http://kulturarvsdata.se/raa/kmb/html/16000300015299;http://kulturarvsdata.se/raa/kmb/html/16000300015301;http://kulturarvsdata.se/raa/kmb/html/16000300015289;http://kulturarvsdata.se/raa/kmb/html/16000300015290;http://kulturarvsdata.se/raa/kmb/html/16000300015300;http://kulturarvsdata.se/raa/kmb/html/16000300015288;http://kulturarvsdata.se/raa/kmb/html/16000300015302;http://kulturarvsdata.se/raa/kmb/html/16000300015285;http://kulturarvsdata.se/raa/kmb/html/16000300015283;http://kulturarvsdata.se/raa/kmb/html/16000300015282;http://kulturarvsdata.se/raa/kmb/html/16000300015284;http://kulturarvsdata.se/raa/kmb/html/16000300015281;http://kulturarvsdata.se/raa/kmb/html/16000300015286;http://kulturarvsdata.se/raa/kmb/html/16000300028393;http://kulturarvsdata.se/raa/kmb/html/16000300028398;http://kulturarvsdata.se/raa/kmb/html/16000300028377;http://kulturarvsdata.se/raa/kmb/html/16000300028383;http://kulturarvsdata.se/raa/kmb/html/16000300028388;http://kulturarvsdata.se/raa/kmb/html/16000300028391;http://kulturarvsdata.se/raa/kmb/html/16000300028380;http://kulturarvsdata.se/raa/kmb/html/16000300028376;http://kulturarvsdata.se/raa/kmb/html/16000300028390;http://kulturarvsdata.se/raa/kmb/html/16000300028385;http://kulturarvsdata.se/raa/kmb/html/16000300028392;http://kulturarvsdata.se/raa/kmb/html/16000300028375;http://kulturarvsdata.se/raa/kmb/html/16000300028400;http://kulturarvsdata.se/raa/kmb/html/16000300028374;http://kulturarvsdata.se/raa/kmb/html/16000300028382;http://kulturarvsdata.se/raa/kmb/html/16000300028384;http://kulturarvsdata.se/raa/kmb/html/16000300028386;http://kulturarvsdata.se/raa/kmb/html/16000300028399;http://kulturarvsdata.se/raa/kmb/html/16000300028381;http://kulturarvsdata.se/raa/kmb/html/16000300028387;http://kulturarvsdata.se/raa/kmb/html/16000300028389;http://kulturarvsdata.se/raa/kmb/html/16000300028397;http://kulturarvsdata.se/raa/kmb/html/16000300028395;http://kulturarvsdata.se/raa/kmb/html/16000300028379;http://kulturarvsdata.se/raa/kmb/html/16000300028396;http://kulturarvsdata.se/raa/kmb/html/16000300028394;http://kulturarvsdata.se/raa/kmb/html/16000300028378","60.633692","17.377575"
